source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
HCT116_spheroid_5FU_22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_22	1	22	run 162	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_23	1	23	run 163	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_24	1	24	run 164	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_25	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_25	1	25	run 165	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_26	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_26	1	26	run 166	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_27	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_27	1	27	run 167	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_28	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_28	1	28	run 168	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_29	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_29	1	29	run 169	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_30	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_30	1	30	run 170	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_31	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_31	1	31	run 171	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_32	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_32	1	32	run 172	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_33	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_33	1	33	run 173	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_34	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_34	1	34	run 174	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_35	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_35	1	35	run 175	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_36	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_36	1	36	run 176	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_37	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_37	1	37	run 177	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_38	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_38	1	38	run 178	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_39	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_39	1	39	run 179	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_40	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_40	1	40	run 180	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_41	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_41	1	41	run 181	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_42	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_42	1	42	run 182	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
HCT116_spheroid_5FU_43	NT=Homo sapiens;AC=NCBITaxon:9606	NT=colon;AC=UBERON:0001155	NT=epithelial cell;AC=CL:0000066	NT=colon carcinoma;AC=MONDO:0002032	NT=HCT116;AC=EFO:0002824	CVCL_0291	HCT 116	48Y	male	not available	NT=Fluorouracil;AC=NCIT:C505	single cell	cellenONE	HCT116_spheroid_5FU_43	1	43	run 183	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	380	980	4	20230730	1	1	20230730_AST1_EVO5_ZY_LH_Spheriods_SCP_Treat_80SPD_4Th6ms_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=Fluorouracil;AC=NCIT:C505
